Course	CRN	Type	Dates	Days	Start	Finish	Room
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	13:10	14:00	VZ506
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	R	8:00	8:50	KP14/101
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	F	9:00	9:50	AM104
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	12:00	12:50	AM104
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	R	12:00	12:50	KK204
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	F	13:10	14:00	KK203
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	W	14:10	15:00	CO228
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	14:10	15:00	FT83/203
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	F	14:10	15:00	KP24/201
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	TR	14:10	15:00	MY301
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	15:10	16:00	AM102
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	T	15:10	16:00	CO119
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	W	15:10	16:00	EA201
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	15:10	16:00	FT83/203
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	T	15:10	16:00	KK106
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	F	15:10	16:00	MY401
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	R	15:10	16:00	VZ103
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	16:10	17:00	FT83/203
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	WR	16:10	17:00	MY404
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	T	16:10	17:00	VZ101
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	W	16:10	17:00	VZ710
QUAN111	Tut	Tutorial	Trimester 2 (starts 2nd week)	W	17:10	18:00	OK301
QUAN201	1483	Lecture	Trimester 1	MR	12:40	13:30	GBLT2
QUAN201	1483	Tutorial	Wks of Mar 28, Apr 11, May 09, May 23	F	8:30	12:20	RWW102
QUAN201	1483	Tutorial	Wks of Mar 28, Apr 11, May 09, May 23	F	12:40	14:30	RWW102
QUAN203	13095	Lecture	Trimester 2	MW	10:30	11:20	GBLT4
QUAN203	13095	Tutorial	Trimester 2 (starts 2nd week)	F	9:30	10:20	RWW312
QUAN203	13095	Tutorial	Trimester 2 (starts 2nd week)	F	10:30	11:20	RWW312
QUAN203	13095	Tutorial	Trimester 2 (starts 2nd week)	F	11:30	12:20	RWW312
QUAN203	13095	Tutorial	Trimester 2 (starts 2nd week)	F	12:40	13:30	RWW312
QUAN203	13095	Tutorial	Trimester 2 (starts 2nd week)	F	14:40	15:30	RWW314
RELI103	6700	Lecture	Wks of Jan 04 - Feb 08 2016	TW	17:30	19:20	HMLT104
RELI103	6700	Lecture	Trimester 2	W	12:00	13:50	MCLT102
RELI103	6700	Tutorial	Wks of Jan 04 - Feb 01 2016	R	11:00	11:50	MY103
RELI103	6700	Tutorial	Wks of Jan 04 - Feb 01 2016	R	12:00	12:50	MY103
RELI103	6700	Tutorial	Wks of Jan 04 - Feb 01 2016	R	13:10	14:00	MY103
RELI103	6700	Tutorial	Wks of Jan 04 - Feb 01 2016	R	14:10	15:00	MY103
RELI103	6700	Tutorial	Wks of Jan 04 - Feb 01 2016	R	15:10	16:00	VZ710
RELI103	Tut	Tutorial	Trimester 2 (starts 2nd week)	F	9:00	9:50	AM102
RELI103	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	9:00	9:50	MY103
RELI103	Tut	Tutorial	Trimester 2 (starts 2nd week)	F	12:00	12:50	KK202
RELI103	Tut	Tutorial	Trimester 2 (starts 2nd week)	T	15:10	16:00	AM106
RELI103	Tut	Tutorial	Trimester 2 (starts 2nd week)	W	15:10	16:00	KK104
RELI103	Tut	Tutorial	Trimester 2 (starts 2nd week)	T	16:10	17:00	KK105
RELI103	Tut	Tutorial	Trimester 2 (starts 2nd week)	M	16:10	17:00	KP24/201
RELI107	9164	Lecture	Trimester 1	T	15:10	17:00	COLT122
RELI107	9164	Tutorial	Trimester 1 (starts 2nd week)	W	12:00	12:50	VZ107
RELI107	9164	Tutorial	Trimester 1 (starts 2nd week)	W	9:00	9:50	AM102
RELI107	9164	Tutorial	Trimester 1 (starts 2nd week)	W	15:10	16:00	EA201
RELI107	9164	Tutorial	Trimester 1 (starts 2nd week)	W	15:10	16:00	KP24/201
RELI107	9164	Tutorial	Trimester 1 (starts 2nd week)	W	16:10	17:00	KP14/101
RELI107	9164	Tutorial	Trimester 1 (starts 2nd week)	W	16:10	17:00	OK301
RELI108	26001	Lecture	Wks of Nov 14 - Dec 19	W	9:00	10:50	HULT323
RELI108	8847	Lecture	Trimester 1	M	13:10	15:00	HULT323
RELI108	8847	Tutorial	Trimester 1 (starts 2nd week)	F	9:00	9:50	FT83/203
RELI108	8847	Tutorial	Trimester 1 (starts 2nd week)	W	14:10	15:00	KK202
RELI108	8847	Tutorial	Trimester 1 (starts 2nd week)	M	15:10	16:00	KK203
RELI108	8847	Tutorial	Trimester 1 (starts 2nd week)	T	15:10	16:00	KP24/201
RELI108	8847	Tutorial	Trimester 1 (starts 2nd week)	R	16:10	17:00	MY401
RELI108	8847	Tutorial	Trimester 1 (starts 2nd week)	M	16:10	17:00	MY404
RELI108	8847	Tutorial	Trimester 1 (starts 2nd week)	MT	16:10	17:00	VZ710
RELI113	26048	Lecture	Trimester 2	T	10:00	11:50	HMLT205
RELI113	26048	Tutorial	Trimester 2 (starts 2nd week)	M	13:10	14:00	VZ710
RELI113	26048	Tutorial	Trimester 2 (starts 2nd week)	M	14:10	15:00	VZ515
RELI113	26048	Tutorial	Trimester 2 (starts 2nd week)	WF	13:10	14:00	AM106
RELI113	26048	Tutorial	Trimester 2 (starts 2nd week)	R	13:10	14:00	VZ710
RELI113	26048	Tutorial	Trimester 2 (starts 2nd week)	F	14:10	15:00	MY108
RELI113	26048	Tutorial	Trimester 2 (starts 2nd week)	R	15:10	16:00	MY303
RELI113	26048	Tutorial	Trimester 2 (starts 2nd week)	W	16:10	17:00	MY105
RELI203	6703	Lecture	Trimester 2	W	15:10	17:00	HMLT103
RELI203	6703	Tutorial	Trimester 2 (starts 2nd week)	R	12:00	12:50	KP24/101
RELI203	6703	Tutorial	Trimester 2 (starts 2nd week)	M	15:10	16:00	KP24/101
RELI203	6703	Tutorial	Trimester 2 (starts 2nd week)	R	15:10	16:00	MY301
RELI203	6703	Tutorial	Trimester 2 (starts 2nd week)	R	16:10	17:00	VZ101
RELI205	6705	Lecture	Trimester 1	F	10:00	11:50	HULT119
RELI205	6705	Tutorial	Trimester 1 (starts 2nd week)	T	15:10	16:00	AM106
RELI205	6705	Tutorial	Trimester 1 (starts 2nd week)	T	16:10	17:00	MY404
RELI206	10694	Lecture	Wks of Jan 04 - Feb 08 2016	T	14:10	16:00	HMLT104
RELI206	10694	Lecture	Wks of Jan 04 - Feb 08 2016	R	17:30	19:20	HMLT104
RELI206	10694	Tutorial	Wks of Jan 04 - Feb 08 2016	F	11:00	11:50	MY301
RELI206	10694	Tutorial	Wks of Jan 04 - Feb 08 2016	F	11:00	11:50	OK301
RELI206	10694	Tutorial	Wks of Jan 04 - Feb 08 2016	F	12:00	12:50	OK301
RELI206	10694	Tutorial	Wks of Jan 04 - Feb 08 2016	F	13:10	14:00	MY301
RELI206	10694	Lecture	Trimester 2	T	13:10	15:00	HULT119
RELI206	10694	Tutorial	Trimester 2 (starts 2nd week)	R	13:10	14:00	AM106
RELI206	10694	Tutorial	Trimester 2 (starts 2nd week)	M	14:10	15:00	VZ510
RELI206	10694	Tutorial	Trimester 2 (starts 2nd week)	R	15:10	16:00	EA201
RELI206	10694	Tutorial	Trimester 2 (starts 2nd week)	F	15:10	16:00	MY806
RELI207	6707	Lecture	Trimester 1	R	15:10	17:00	MYLT102
RELI207	6707	Tutorial	Trimester 1 (starts 2nd week)	F	9:00	9:50	CO228
RELI207	6707	Tutorial	Trimester 1 (starts 2nd week)	F	14:10	15:00	VZ710
RELI210	8860	Lecture	Trimester 2	W	9:00	10:50	HMLT001
RELI210	8860	Tutorial	Trimester 2 (starts 2nd week)	M	9:00	9:50	MY105
RELI210	8860	Tutorial	Trimester 2 (starts 2nd week)	F	14:10	15:00	KK104
RELI210	8860	Tutorial	Trimester 2 (starts 2nd week)	M	14:10	15:00	KP24/103
RELI210	8860	Tutorial	Trimester 2 (starts 2nd week)	R	15:10	16:00	KK106
RELI221	9166	Lecture	Trimester 1	W	15:10	17:00	HULT119
RELI221	9166	Tutorial	Trimester 1 (starts 2nd week)	R	9:00	9:50	KK202
RELI221	9166	Tutorial	Trimester 1 (starts 2nd week)	R	14:10	15:00	AM104
RELI221	9166	Tutorial	Trimester 1 (starts 2nd week)	R	15:10	16:00	EA201
RELI221	9166	Tutorial	Trimester 1 (starts 2nd week)	R	16:10	17:00	VZ710
RELI226	10402	Lecture	Wks of Nov 14 - Dec 19	M	12:00	13:50	HMLT205
RELI305	6714	Lecture	Trimester 2	M	10:00	11:50	HULT119
RELI305	6714	Tutorial	Trimester 2 (starts 2nd week)	T	12:00	12:50	MY531
RELI305	6714	Tutorial	Trimester 2 (starts 2nd week)	TR	15:10	16:00	MY531
RELI305	6714	Tutorial	Trimester 2 (starts 2nd week)	W	16:10	17:00	MY531
RELI310	8669	Lecture	Wks of Nov 14 - Dec 19	M	12:00	13:50	HMLT205
RELI327	27007	Lecture	Wks of Jan 04 - Feb 08 2016	T	14:10	16:00	HMLT104
RELI327	27007	Lecture	Wks of Jan 04 - Feb 08 2016	R	17:30	19:20	HMLT104
RELI327	27007	Tutorial	Wks of Jan 04 - Feb 08 2016	F	12:00	12:50	MY301
RELI327	27007	Tutorial	Wks of Jan 04 - Feb 08 2016	F	14:10	15:00	MY301
RELI329	11363	Lecture	Trimester 1	R	10:00	11:50	AM104
RELI329	11363	Tutorial	Trimester 1 (starts 2nd week)	R	14:10	15:00	AM102
RELI329	11363	Tutorial	Trimester 1 (starts 2nd week)	R	15:10	16:00	MY107
RELI329	11363	Tutorial	Trimester 1 (starts 2nd week)	R	16:10	17:00	OK301
RELI330	18029	Lecture	Trimester 2	R	13:10	15:00	MYLT102
RELI330	18029	Tutorial	Trimester 2 (starts 2nd week)	M	12:00	12:50	OK523
RELI330	18029	Tutorial	Trimester 2 (starts 2nd week)	T	12:00	12:50	VZ107
RELI330	18029	Tutorial	Trimester 2 (starts 2nd week)	W	14:10	15:00	OK523
RELI330	18029	Tutorial	Trimester 2 (starts 2nd week)	M	14:10	15:00	VZ107
RELI331	18032	Lecture	Trimester 1	M	9:00	10:50	HULT220
RELI331	18032	Tutorial	Trimester 1 (starts 2nd week)	T	10:00	10:50	KP22/104
RELI331	18032	Tutorial	Trimester 1 (starts 2nd week)	M	14:10	15:00	AM102
RELI331	18032	Tutorial	Trimester 1 (starts 2nd week)	T	16:10	17:00	KP24/203
RELI335	15681	Lecture	Trimester 1	T	11:00	12:50	AM104
RELI335	15681	Tutorial	Trimester 1 (starts 2nd week)	W	15:10	16:00	AM106
RELI335	15681	Tutorial	Trimester 1 (starts 2nd week)	W	16:10	17:00	MY401
RELI350	11149	Lecture	Trimester 2	F	12:00	13:50	HMLT103
RELI350	11149	Tutorial	Trimester 2 (starts 2nd week)	R	15:10	16:00	KK104
RELI350	11149	Tutorial	Trimester 2 (starts 2nd week)	F	15:10	16:00	MY404
RELI401	1549	Lecture	Trimester 1 (ends wk of May 23)	W	10:00	12:50	KP14/102
RELI424	10466	Lecture	Trimester 2	M	12:00	14:50	KP14/102
RELI427	10464	Lecture	Trimester 1	T	13:10	16:00	KP14/102
SACLSEM	Sem	PG Sem	Wks of Jan 04 - Feb 22, Mar 07 - Dec 19	F	10:30	12:30	RWW129
SACS201	23025	Lecture	Wks of Nov 14 - Dec 19	T	10:00	11:50	HMLT002
SACS201	23025	Lecture	Wks of Nov 14 - Dec 19	R	10:00	12:50	HMLT002
SACS202	25079	Lecture	Trimester 2	F	14:10	15:00	HULT119
SACS202	25079	Lecture	Trimester 2	W	14:10	15:00	HULT220
SACS202	25079	Tutorial	Trimester 2	M	12:00	12:50	CO118
SACS202	25079	Tutorial	Trimester 2	R	12:00	12:50	EA201
SACS202	25079	Tutorial	Trimester 2	M	14:10	15:00	KP24/201
SACS202	25079	Tutorial	Trimester 2	R	14:10	15:00	MY107
SAMO101	1600	Lecture	Trimester 1	MWF	10:00	10:50	AM106
SAMO101	1600	Tutorial	Trimester 1	W	11:00	11:50	VZ104
SAMO101	1600	Tutorial	Trimester 1	F	11:00	11:50	VZ105
SAMO101	1600	Tutorial	Trimester 1	M	12:00	12:50	VZ107
SAMO102	1602	Lecture	Trimester 2	TRF	12:00	12:50	CO119
SAMO111	7548	Lecture	Trimester 1	T	10:00	10:50	AM102
SAMO111	7548	Lecture	Trimester 1	MR	12:00	12:50	AM102
SAMO111	7548	Tutorial	Trimester 1	T	13:10	14:00	KP06/102
SAMO111	7548	Tutorial	Trimester 1	W	15:10	16:00	MY632
SAMO201	3500	Lecture	Trimester 2	MWF	10:00	10:50	CO118
SAMO202	3501	Lecture	Trimester 1	TWF	12:00	12:50	MY631
SAMO202	3501	Laboratory	Trimester 1	T	9:00	9:50	VZ003
SAMO202	3501	Laboratory	Trimester 1	T	10:00	10:50	VZ011
SAMO202	3501	Tutorial	Trimester 1	W	10:00	10:50	KP06/102
SAMO202	3501	Tutorial	Trimester 1	F	13:10	14:00	KP06/102
SAMO301	3502	Lecture	Trimester 1	T	14:10	16:00	KP06/102
SAMO302	6735	Lecture	Trimester 2	R	14:10	16:00	KP06/102
SARC111	18165	Studio Lec	Trimester 1	TF	12:40	14:30	WIG101
SARC111	18165	Studio Lec	Trimester 1	TF	14:40	16:30	WIG101
SARC112	18166	Lecture	Trimester 2	TF	9:00	9:50	KKLT303
SARC112	18166	Studio	Trimester 2	TF	12:40	14:30	WIG101
SARC112	18166	Studio	Trimester 2	TF	14:40	16:30	WIG101
SARC112	18166	Studio	Trimester 2	TF	16:40	18:30	WIG101
SARC121	18167	Lecture	Trimester 2	MTR	8:00	8:50	SUMT228
SARC122	18168	Lecture	Trimester 2	MW	9:00	9:50	HMLT205
SARC122	18168	Laboratory	Trimester 2	TRF	10:00	11:50	LB202
SARC122	18168	Laboratory	Trimester 2	MTRF	12:00	13:50	LB202
SARC122	18168	Laboratory	Trimester 2	MTRF	15:10	17:00	LB202
SARC122	18168	Laboratory	Trimester 2	MTRF	17:10	19:00	LB202
SARC131	18169	Lecture	Trimester 1	W	9:00	10:50	KKLT303
SARC131	18169	Studio	Trimester 1	W	12:40	14:30	WIG101
SARC131	18169	Studio	Trimester 1	W	14:40	16:30	WIG101
SARC131	18169	Studio	Trimester 1	W	16:40	18:30	WIG101
SARC151	18170	Lecture	Trimester 1	WF	8:00	8:50	KKLT303
SARC161	18171	Lecture	Trimester 1	TF	9:00	9:50	KKLT303
SARC161	18171	Studio	Trimester 1	MR	12:40	14:30	WIG101
SARC161	18171	Studio	Trimester 1	MR	14:40	16:30	WIG101
SARC162	18172	Studio Lec	Trimester 2	MR	12:40	14:30	WIG101
SARC162	18172	Studio Lec	Trimester 2	MR	14:40	16:30	WIG101
SARC212	18457	Lecture	Trimester 2	F	9:30	11:20	VS303
SARC212	18457	Lecture	Trimester 2	W	12:40	13:30	VS221
SARC212	18457	Studio	Trimester 2	W	12:40	15:30	VS303
SARC221	18456	Lecture	Trimester 1	MW	13:40	14:30	VSLT1/2
SARC221	18456	Tutorial	Trimester 1	M	14:40	16:30	VS204
SARC221	18456	Tutorial	Trimester 1	M	14:40	16:30	VS220
SARC221	18456	Tutorial	Trimester 1	M	14:40	16:30	VS221
SARC221	18456	Tutorial	Trimester 1	M	14:40	16:30	VS303
SARC221	18456	Tutorial	Trimester 1	M	14:40	16:30	VS308
SARC221	18456	Tutorial	Trimester 1	M	14:40	16:30	VS318
SARC221	18456	Tutorial	Trimester 1	M	14:40	16:30	VS323
SARC221	18456	Tutorial	Trimester 1	M	16:40	18:30	VS204
SARC221	18456	Tutorial	Trimester 1	M	16:40	18:30	VS220
SARC221	18456	Tutorial	Trimester 1	M	16:40	18:30	VS221
SARC221	18456	Tutorial	Trimester 1	M	16:40	18:30	VS303
SARC221	18456	Tutorial	Trimester 1	M	16:40	18:30	VS308
SARC221	18456	Tutorial	Trimester 1	M	16:40	18:30	VS318
SARC221	18456	Tutorial	Trimester 1	M	16:40	18:30	VS323
SARC222	18455	Lecture	Trimester 1	WF	8:30	9:20	VSLT1/2
SARC222	18455	Tutorial	Trimester 1	WF	9:30	10:20	VS318
SARC222	18455	Tutorial	Trimester 1	WF	9:30	10:20	VS323
SARC223	18395	Lecture	Trimester 2	MR	12:40	13:30	VSLT1/2
SARC223	18395	Comp Lab	Trimester 2	MR	13:40	14:30	VS226
SARC223	18395	Comp Lab	Trimester 2	MR	13:40	14:30	VS319
SARC223	18395	Comp Lab	Trimester 2	MR	13:40	14:30	VS322
SARC223	18395	Comp Lab	Trimester 2	MR	14:40	15:30	VS226
SARC223	18395	Comp Lab	Trimester 2	MR	14:40	15:30	VS319
SARC223	18395	Comp Lab	Trimester 2	MR	14:40	15:30	VS322
SARC223	18395	Comp Lab	Trimester 2	R	15:40	16:30	VS226
SARC223	18395	Comp Lab	Trimester 2	MR	15:40	16:30	VS319
SARC223	18395	Comp Lab	Trimester 2	MR	15:40	16:30	VS322
SARC223	18395	Comp Lab	Trimester 2	R	16:40	17:30	VS226
SARC223	18395	Comp Lab	Trimester 2	MR	16:40	18:30	VS319
SARC223	18395	Comp Lab	Trimester 2	MR	16:40	18:30	VS322
SARC224	18394	Lecture	Trimester 2	T	11:30	12:20	VS220
SARC224	18394	Lecture	Trimester 2	W	15:40	16:30	VS220
SARC252	18349	Lecture	Trimester 2	MR	15:40	17:30	VS127
SARC261	18348	Lecture	Trimester 2	W	9:30	10:20	VS318
SARC281	18343	Lecture	Trimester 2	MR	12:40	13:30	VSLT1/2
SARC281	18343	Comp Lab	Trimester 2	MR	13:40	14:30	VS226
SARC281	18343	Comp Lab	Trimester 2	MR	13:40	14:30	VS319
SARC281	18343	Comp Lab	Trimester 2	MR	13:40	14:30	VS322
SARC281	18343	Comp Lab	Trimester 2	MR	14:40	15:30	VS226
SARC281	18343	Comp Lab	Trimester 2	MR	14:40	15:30	VS319
SARC281	18343	Comp Lab	Trimester 2	MR	14:40	15:30	VS322
SARC281	18343	Comp Lab	Trimester 2	R	15:40	16:30	VS226
SARC281	18343	Comp Lab	Trimester 2	MR	15:40	16:30	VS319
SARC281	18343	Comp Lab	Trimester 2	MR	15:40	16:30	VS322
SARC281	18343	Comp Lab	Trimester 2	R	16:40	17:30	VS226
SARC281	18343	Comp Lab	Trimester 2	MR	16:40	18:30	VS319
SARC281	18343	Comp Lab	Trimester 2	MR	16:40	18:30	VS322
SARC312	18295	Lecture	Trimester 1	W	11:30	12:20	VSLT1
SARC312	18295	Lecture	Trimester 1	W	12:40	14:30	VS303
SARC312	18295	Lecture	Trimester 1	R	15:40	17:30	VS303
SARC321	18296	Lecture	Trimester 2	W	13:40	14:30	VSLT1/2
SARC321	18296	Lecture	Trimester 2	M	14:40	15:30	VSLT1/2
SARC321	18296	Tutorial	Trimester 2	MR	15:40	17:30	VS308
SARC321	18296	Tutorial	Trimester 2	MR	15:40	17:30	VS318
SARC321	18296	Tutorial	Trimester 2	MR	15:40	17:30	VS323
SARC323	18297	Lecture	Trimester 1	W	14:40	16:30	VS005
SARC323	18297	Lecture	Trimester 1	W	14:40	16:30	VS303
SARC323	18297	Studio	Trimester 1	R	12:40	14:30	VS005
SARC323	18297	Studio	Trimester 1	R	12:40	14:30	VS303
SARC351	18299	Lecture	Trimester 1	WF	10:30	11:20	VSLT1/2
SARC351	18299	Tutorial	Trimester 1	WF	11:30	14:20	VS221
SARC351	18299	Tutorial	Trimester 1	WF	11:30	14:20	VS308
SARC351	18299	Tutorial	Trimester 1	WF	11:30	14:20	VS236
SARC351	18299	Tutorial	Trimester 1	WF	11:30	14:20	VS323
SARC352	18300	Lecture	Trimester 2	TF	15:40	17:30	VSLT1/2
SARC354	18302	Lecture	Trimester 1	W	8:30	10:20	VS204
SARC354	18302	Lecture	Trimester 1	M	16:40	18:30	VSLT2
SARC362	18304	Lecture	Trimester 1	T	10:30	11:20	VSLT1/2
SARC362	18304	Lecture	Trimester 1	R	14:40	15:30	VSLT1/2
SARC362	18304	Tutorial	Trimester 1	R	10:30	12:20	VS127
SARC362	18304	Tutorial	Trimester 1	T	11:30	13:20	VS204
SARC362	18304	Tutorial	Trimester 1	T	11:30	13:20	VS236
SARC362	18304	Tutorial	Trimester 1	T	11:30	13:20	VS308
SARC362	18304	Tutorial	Trimester 1	F	12:40	14:30	VS318
SARC362	18304	Tutorial	Trimester 1	T	16:40	18:30	VS319
SARC362	18304	Tutorial	Trimester 1	T	16:40	18:30	VS322
SARC363	18285	Lecture	Trimester 1	W	8:30	11:20	VS322
SARC382	18289	Lecture	Trimester 1	W	8:30	10:20	VS308
SARC382	18289	Lecture	Trimester 1	M	12:40	14:30	VS308
SARC386	18293	Lecture	Trimester 1	W	8:30	10:20	VS221
SARC386	18293	Lecture	Trimester 1	T	9:30	10:20	VSLT1
SARC412	23050	Lecture	Trimester 1	W	11:30	12:20	VSLT1
SARC412	23050	Lecture	Trimester 1	W	12:40	14:30	VS303
SARC412	23050	Lecture	Trimester 1	R	15:40	17:30	VS303
SARC454	18471	Lecture	Trimester 1	W	8:30	10:20	VS204
SARC454	18471	Lecture	Trimester 1	M	16:40	18:30	VSLT2
SARC455	23055	Lecture	Trimester 1	F	14:40	15:30	VS206
SARC455	23055	Lecture	Trimester 1	T	14:40	15:30	VS318
SARC461	18474	Lecture	Trimester 1	MW	14:40	16:30	VSLT1
SARC461	18474	Tutorial	Trimester 1	R	12:40	13:30	VS127
SARC461	18474	Tutorial	Trimester 1	R	12:40	13:30	VS308
SARC461	18474	Tutorial	Trimester 1	R	12:40	13:30	VS318
SARC461	18474	Tutorial	Trimester 1	R	13:40	14:30	VS127
SARC461	18474	Tutorial	Trimester 1	R	13:40	14:30	VS308
SARC461	18474	Tutorial	Trimester 1	R	13:40	14:30	VS318
SARC461	18474	Tutorial	Trimester 1	R	14:40	15:30	VS127
SARC461	18474	Tutorial	Trimester 1	R	14:40	15:30	VS308
SARC461	18474	Tutorial	Trimester 1	R	14:40	15:30	VS318
SARC462	18469	Lecture	Trimester 1	W	8:30	10:20	VS308
SARC462	18469	Lecture	Trimester 1	M	12:40	14:30	VS308
SARC463	18472	Lecture	Trimester 1	W	8:30	11:20	VS322
SARC464	18473	Lecture	Trimester 1	W	16:40	17:30	VS221
SARC464	18473	Lecture	Trimester 1	W	16:40	17:30	VS308
SARC464	18473	Lecture	Trimester 1	W	16:40	17:30	VS318
SARC464	18473	Lecture	Trimester 1	MW	16:40	17:30	VSLT1
SARC481	18466	Lecture	Trimester 1	W	14:40	15:30	
SARC486	23051	Lecture	Trimester 1	W	8:30	10:20	VS221
SARC486	23051	Lecture	Trimester 1	T	9:30	10:20	VSLT1
SARC491	18459	Lecture	Trimester 2	F	13:40	15:30	VSLT1
SARC491	18459	Lecture	Trimester 2	W	14:40	16:30	VSLT1
SCIE310	26078	Lecture	Trimester 2	W	12:00	12:50	KK203
SCIE310	26078	Lecture	Trimester 2	MF	12:00	12:50	MY103
SCIE311	26112	Lecture	Trimester 2	M	14:10	15:00	CO119
SCIE311	26112	Lecture	Trimester 2	W	14:10	16:00	CO119
SCIE401	10763	Lecture	Week of Feb 01 2016	W	11:00	13:50	MY301
SCIE401	10763	Lecture	Wks of Jan 11 - Feb 08 2016	M	11:00	13:50	AM103
SCIE401	10763	Lecture	Wks of Jan 11 - Jan 25, Feb 08 2016	W	11:00	13:50	AM103
SCIE403	28391	Lecture	Trimester 2	M	14:10	15:00	CO119
SCIE403	28391	Lecture	Trimester 2	W	14:10	16:00	CO119
SOSC111	9141	Lecture	Trimester 2	MW	15:10	16:00	KKLT303
SOSC111	9141	Tutorial	Trimester 2	T	9:00	9:50	AM102
SOSC111	9141	Tutorial	Trimester 2	R	9:00	9:50	CO228
SOSC111	9141	Tutorial	Trimester 2	F	9:00	9:50	KK203
SOSC111	9141	Tutorial	Trimester 2	M	11:00	11:50	CO228
SOSC111	9141	Tutorial	Trimester 2	F	11:00	11:50	KK204
SOSC111	9141	Tutorial	Trimester 2	MF	12:00	12:50	CO228
SOSC111	9141	Tutorial	Trimester 2	M	13:10	14:00	AM106
SOSC111	9141	Tutorial	Trimester 2	W	14:10	15:00	KP24/202
SOSC111	9141	Tutorial	Trimester 2	T	14:10	15:00	MY107
SOSC111	9141	Tutorial	Trimester 2	F	14:10	15:00	MY404
SOSC111	9141	Tutorial	Trimester 2	M	14:10	15:00	VZ103
SOSC111	9141	Tutorial	Trimester 2	F	15:10	16:00	KP14/101
SOSC111	9141	Tutorial	Trimester 2	T	15:10	16:00	KP24/202
SOSC111	9141	Tutorial	Trimester 2	R	15:10	16:00	MY401
SOSC111	9141	Tutorial	Trimester 2	R	16:10	17:00	KP14/101
SOSC111	9141	Tutorial	Trimester 2	MW	16:10	17:00	OK301
SOSC111	9141	Tutorial	Trimester 2	T	16:10	17:00	VZ710
SOSC112	9142	Lecture	Trimester 1	TR	12:00	12:50	KKLT303
SOSC112	9142	Tutorial	Trimester 1	TWR	8:00	8:50	MY223
SOSC112	9142	Tutorial	Trimester 1	W	10:00	10:50	FT77/306
SOSC112	9142	Tutorial	Trimester 1	F	11:00	11:50	MY108
SOSC112	9142	Tutorial	Trimester 1	W	12:00	12:50	MY108
SOSC112	9142	Tutorial	Trimester 1	M	12:00	12:50	MY806
SOSC112	9142	Tutorial	Trimester 1	F	13:10	14:00	VZ515
SOSC112	9142	Tutorial	Trimester 1	M	14:10	15:00	KP24/103
SOSC112	9142	Tutorial	Trimester 1	T	14:10	15:00	MY105
SOSC112	9142	Tutorial	Trimester 1	W	14:10	15:00	VZ506
SOSC112	9142	Tutorial	Trimester 1	T	15:10	16:00	MY105
SOSC112	9142	Tutorial	Trimester 1	MW	15:10	16:00	MY806
SOSC112	9142	Tutorial	Trimester 1	T	16:10	17:00	MY223
SOSC211	1627	Lecture	Trimester 1	F	10:00	11:50	KKLT301
SOSC211	1627	Tutorial	Trimester 1	R	9:00	9:50	AM106
SOSC211	1627	Tutorial	Trimester 1	M	14:10	15:00	KK203
SOSC211	1627	Tutorial	Trimester 1	W	14:10	15:00	VZ103
SOSC211	1627	Tutorial	Trimester 1	T	15:10	16:00	KK104
SOSC211	1627	Tutorial	Trimester 1	W	15:10	16:00	KK204
SOSC215	9341	Lecture	Trimester 2	W	9:00	9:50	COLT122
SOSC215	9341	Lecture	Trimester 2	R	9:00	9:50	HULT323
SOSC215	9341	Tutorial	Trimester 2	M	11:00	11:50	AM104
SOSC215	9341	Tutorial	Trimester 2	R	11:00	11:50	KK204
SOSC215	9341	Tutorial	Trimester 2	T	12:00	12:50	KK203
SOSC215	9341	Tutorial	Trimester 2	W	14:10	15:00	KP24/201
SOSC215	9341	Tutorial	Trimester 2	T	15:10	16:00	KP24/201
SOSC215	9341	Tutorial	Trimester 2	M	15:10	16:00	KP24/203
SOSC215	9341	Tutorial	Trimester 2	R	15:10	16:00	VZ710
SOSC216	9851	Lecture	Trimester 2	T	12:00	12:50	HULT220
SOSC216	9851	Lecture	Trimester 2	F	12:00	13:50	HULT220
